   11000000000113761,    3824886062786401,    3000000002798500,    4000000000701300,    3930186291326462,                    ,                   0,                   2,  201609010346903000,  201609010201832062,              640000,                1100,                   0,  300000000101004362,                   2,                   0,                5866,                   0,                   0, 2016-10-10 00:00:00,                   0,                5866,                   0,                   0, 2016-10-10 17:16:52,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000113825,    3864862871802801,    3000000002813600,    4000000000708600,    3273789510177622,                    ,                   0,                   2,  201609010047098100,  201609010219622122,               80000,                1200,                   0,  300000000101006822,                   2,                   0,                 800,                   0,                   0, 2016-10-11 00:00:00,                   0,                 800,                   0,                   0, 2016-10-11 11:19:25,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000113931,    3864862871802801,    3000000002816600,    4000000000708700,    3652984440177676,                    ,                   0,                   2,  201609010047098100,  201609010225751176,             1000000,                1200,                   0,  300000000101007876,                   2,                   0,               10000,                   0,                   0, 2016-10-11 00:00:00,                   0,               10000,                   0,                   0, 2016-10-11 17:18:33,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114005,    3864862871802801,    3000000002813700,    4000000000708600,    3438960690177600,                    ,                   0,                   2,  201609010047098100,  201609010204642100,              120000,                1200,                   0,  300000000101007400,                   2,                   0,                1200,                   0,                   0, 2016-10-11 00:00:00,                   0,                1200,                   0,                   0, 2016-10-11 18:05:56,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114080,    3864862871802801,    3000000002830200,    4000000000709200,    3164969011082872,                    ,                   0,                   2,  201609010047098100,  201609010216811172,              615000,                1200,                   0,  300000000100942372,                   3,                   0,                6150,                   0,                   0, 2016-10-12 00:00:00,                   0,                6150,                   0,                   0, 2016-10-12 14:28:38,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114091,    3864862871802801,    3000000002830300,    4000000000709200,    3967209061082883,                    ,                   0,                   2,  201609010047098100,  201609010216285083,              170000,                1200,                   0,  300000000100942783,                   3,                   0,                1700,                   0,                   0, 2016-10-12 00:00:00,                   0,                1700,                   0,                   0, 2016-10-12 14:28:46,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114235,    3864862871802801,    3000000002834100,    4000000000712000,    3931799161082899,                    ,                   0,                   2,  201609010127016000,  201609010224930099,              685000,                1200,                   0,  300000000100943299,                   3,                   0,                6850,                   0,                   0, 2016-10-12 00:00:00,                   0,                6850,                   0,                   0, 2016-10-12 17:26:49,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114354,    3864862871802801,    3000000002834000,    4000000000712000,    3739719751082872,                    ,                   0,                   2,  201609010127016000,  201609010219888172,               15000,                1200,                   0,  300000000100941372,                   3,                   0,                 150,                   0,                   0, 2016-10-12 00:00:00,                   0,                 150,                   0,                   0, 2016-10-12 17:48:54,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114365,    3864862871802801,    3000000002840200,    4000000000713900,    3011049170177651,                    ,                   0,                   2,  201609010091310100,  201609010231844051,              705000,                1100,                   0,  300000000101010751,                   2,                   0,                6462,                   0,                   0, 2016-10-12 00:00:00,                   0,                6462,                   0,                   0, 2016-10-12 17:49:01,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
   11000000000114366,    3864862871802801,    3000000002840300,    4000000000713900,    3011049170177651,                    ,                   0,                   2,  201609010091310100,  201609010231844051,              720000,                1100,                   0,  300000000101010751,                   2,                   0,                6600,                   0,                   0, 2016-10-12 00:00:00,                   0,                6600,                   0,                   0, 2016-10-12 17:49:01,                   0,                   0, 2016-11-03 23:40:18, 2016-11-03 23:40:18,
